pos_total_size_in_bytes,bpp,d1_mse,d1_psnr
606.5,0.006927316701803601,64.7857,46.854
1942.25,0.022183671235715303,16.7957,52.716775
6343.25,0.07245067542145522,4.770635,58.182975
21320.0,0.2435088680482972,1.23138,64.06482500000001
55024.75,0.6284668633956845,0.37482525,69.23044999999999
